epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,11450.5,0.36779,0.2729,0.88617,0.98226,0.94167,0.97627,0.9406,0.24933,0.20735,0.79615,0.00055945,0.00055945,0.00055945
91,11579.1,0.36478,0.27943,0.8871,0.99372,0.92794,0.97742,0.94031,0.24876,0.20606,0.79592,0.0005545,0.0005545,0.0005545
92,11711.6,0.38302,0.28599,0.89119,0.98628,0.94694,0.97751,0.9407,0.2477,0.20217,0.79469,0.00054955,0.00054955,0.00054955
93,11841.4,0.38126,0.27887,0.89353,0.9761,0.96206,0.97775,0.94098,0.2521,0.19169,0.80037,0.0005446,0.0005446,0.0005446
94,11971.5,0.3489,0.25391,0.8705,0.98705,0.9458,0.97844,0.94353,0.24857,0.21331,0.79585,0.00053965,0.00053965,0.00053965
95,12099.6,0.36812,0.2784,0.88405,0.98494,0.9499,0.97489,0.93842,0.24312,0.21098,0.792,0.0005347,0.0005347,0.0005347
96,12234.3,0.36391,0.26466,0.88646,0.98167,0.93623,0.97424,0.94091,0.24975,0.21286,0.80102,0.00052975,0.00052975,0.00052975
97,12362.2,0.35904,0.26159,0.87934,0.99837,0.92507,0.97895,0.94046,0.25192,0.19731,0.80235,0.0005248,0.0005248,0.0005248
98,12489.4,0.36096,0.27695,0.88997,0.98695,0.94663,0.9768,0.94135,0.26045,0.20624,0.79674,0.00051985,0.00051985,0.00051985
99,12618.9,0.36442,0.25715,0.87936,0.99368,0.9435,0.97816,0.94558,0.2427,0.19569,0.79231,0.0005149,0.0005149,0.0005149
100,12754.8,0.35351,0.25667,0.87743,0.98133,0.93469,0.9777,0.94394,0.24355,0.20555,0.79346,0.00050995,0.00050995,0.00050995
101,12891.3,0.35034,0.25985,0.88049,0.9861,0.93934,0.97463,0.94655,0.23446,0.20713,0.79271,0.000505,0.000505,0.000505
102,13025.4,0.35628,0.26469,0.87604,0.97897,0.95229,0.97785,0.95071,0.22751,0.19592,0.78982,0.00050005,0.00050005,0.00050005
103,13161.1,0.36218,0.26235,0.88634,0.98561,0.94498,0.97825,0.94771,0.23883,0.19518,0.78966,0.0004951,0.0004951,0.0004951
104,13295.1,0.35773,0.27364,0.87838,0.99613,0.92804,0.97848,0.94905,0.226,0.1912,0.79099,0.00049015,0.00049015,0.00049015
105,13431,0.36857,0.27042,0.88614,0.99001,0.93511,0.9729,0.94292,0.22909,0.18886,0.79367,0.0004852,0.0004852,0.0004852
106,13563.3,0.34471,0.25133,0.86944,0.98628,0.94117,0.97355,0.94181,0.2307,0.19227,0.79359,0.00048025,0.00048025,0.00048025
107,13697.9,0.3544,0.26068,0.87543,0.98826,0.94337,0.97847,0.94861,0.22349,0.18368,0.78662,0.0004753,0.0004753,0.0004753
108,13830.9,0.35939,0.26123,0.88417,0.98543,0.94456,0.97557,0.94444,0.23201,0.20351,0.79202,0.00047035,0.00047035,0.00047035
109,13964.9,0.36334,0.26358,0.88299,0.97977,0.95075,0.97628,0.93988,0.24238,0.19926,0.79738,0.0004654,0.0004654,0.0004654
110,14100.1,0.36483,0.26065,0.89555,0.9916,0.93547,0.97286,0.93973,0.2435,0.20939,0.79648,0.00046045,0.00046045,0.00046045
